법정동,단지명,floor,지번,area,transaction_price,construction_year,위도,경도,가장 가까운 학교,school_distance,가장 가까운 역,subway_distance,가장 가까운 마트,mart_distance,construction_company,단지 고유번호,number_of_buildings,total_floors
연지동,하이텍하우스,5,Jan-36,21.37,"13,619",2011,37.5747243,126.9988895,홍익대학교 대학로캠퍼스,284,종로5가역 1호선,477,롯데슈퍼프레시 대학로점,838,알 수 없음,알 수 없음,알 수 없음,알 수 없음
숭인동,종로중흥S클래스,7,202-3,19.466,"13,570",2013,37.573559,127.0217102,서울장로회신학,151,신설동역 2호선,315,이마트 청계천점,245,중흥건설,1.11101E+13,1,16
숭인동,삼전솔하임2차,5,296-19,16.67,"13,500",2012,37.5724122,127.0167423,오디세이학교,137,동묘앞역 6호선,93,홈플러스익스프레스 숭인점,167,삼전건설,1.11101E+13,1,10
숭인동,종로중흥S클래스,13,202-3,19.466,"13,450",2013,37.573559,127.0217102,서울장로회신학,151,신설동역 2호선,315,이마트 청계천점,245,중흥건설,1.11101E+13,1,16
숭인동,종로중흥S클래스,14,202-3,17.811,"13,400",2013,37.573559,127.0217102,서울장로회신학,151,신설동역 2호선,315,이마트 청계천점,245,중흥건설,1.11101E+13,1,16
숭인동,종로중흥S클래스,8,202-3,17.811,"13,300",2013,37.573559,127.0217102,서울장로회신학,151,신설동역 2호선,315,이마트 청계천점,245,중흥건설,1.11101E+13,1,16
숭인동,종로중흥S클래스,10,202-3,17.811,"13,200",2013,37.573559,127.0217102,서울장로회신학,151,신설동역 2호선,315,이마트 청계천점,245,중흥건설,1.11101E+13,1,16
숭인동,종로중흥S클래스,16,202-3,17.811,"13,200",2013,37.573559,127.0217102,서울장로회신학,151,신설동역 2호선,315,이마트 청계천점,245,중흥건설,1.11101E+13,1,16
숭인동,종로중흥S클래스,14,202-3,17.811,"13,000",2013,37.573559,127.0217102,서울장로회신학,151,신설동역 2호선,315,이마트 청계천점,245,중흥건설,1.11101E+13,1,16
숭인동,삼전솔하임2차,8,296-19,16.67,"13,000",2012,37.5724122,127.0167423,오디세이학교,137,동묘앞역 6호선,93,홈플러스익스프레스 숭인점,167,삼전건설,1.11101E+13,1,10
숭인동,익성씨티하임,14,1392,15.76,"13,000",2013,37.5737233,127.0227299,서울장로회신학,114,신설동역 2호선,227,이마트 청계천점,276,알 수 없음,1.11101E+13,1,15
숭인동,종로중흥S클래스,13,202-3,17.811,"12,900",2013,37.573559,127.0217102,서울장로회신학,151,신설동역 2호선,315,이마트 청계천점,245,중흥건설,1.11101E+13,1,16
숭인동,삼전솔하임4차,16,318-2,15.09,"12,510",2014,37.5713352,127.0167111,오디세이학교,147,동묘앞역 6호선,127,홈플러스익스프레스 숭인점,277,삼전건설,1.11101E+13,1,17
숭인동,삼전솔하임4차,10,318-2,15.09,"12,500",2014,37.5713352,127.0167111,오디세이학교,147,동묘앞역 6호선,127,홈플러스익스프레스 숭인점,277,삼전건설,1.11101E+13,1,17
숭인동,삼전솔하임4차,17,318-2,15.09,"12,500",2014,37.5713352,127.0167111,오디세이학교,147,동묘앞역 6호선,127,홈플러스익스프레스 숭인점,277,삼전건설,1.11101E+13,1,17
숭인동,삼전솔하임4차,17,318-2,15.09,"12,350",2014,37.5713352,127.0167111,오디세이학교,147,동묘앞역 6호선,127,홈플러스익스프레스 숭인점,277,삼전건설,1.11101E+13,1,17
숭인동,삼전솔하임2차,9,296-19,15,"12,200",2012,37.5724122,127.0167423,오디세이학교,137,동묘앞역 6호선,93,홈플러스익스프레스 숭인점,167,삼전건설,1.11101E+13,1,10
숭인동,삼전솔하임2차,10,296-19,16.67,"12,000",2012,37.5724122,127.0167423,오디세이학교,137,동묘앞역 6호선,93,홈플러스익스프레스 숭인점,167,삼전건설,1.11101E+13,1,10
숭인동,종로아인스빌,14,1392-1,12.15,"12,000",2013,37.5735721,127.022734,서울장로회신학,130,신설동역 2호선,236,이마트 청계천점,260,청오건설주식회사,1.11101E+13,1,15
숭인동,숭인한양LEEPS,4,1421-2,12.78,"11,900",2014,37.5736251,127.0223827,서울장로회신학,125,신설동역 2호선,259,이마트 청계천점,257,한양건설,1.11101E+13,1,11
숭인동,삼전솔하임4차,15,318-2,15.09,"11,800",2014,37.5713352,127.0167111,오디세이학교,147,동묘앞역 6호선,127,홈플러스익스프레스 숭인점,277,삼전건설,1.11101E+13,1,17
숭인동,삼전솔하임2차,10,296-19,16.67,"11,700",2012,37.5724122,127.0167423,오디세이학교,137,동묘앞역 6호선,93,홈플러스익스프레스 숭인점,167,삼전건설,1.11101E+13,1,10
숭인동,익성씨티하임,11,1392,15.42,"11,400",2013,37.5737233,127.0227299,서울장로회신학,114,신설동역 2호선,227,이마트 청계천점,276,알 수 없음,1.11101E+13,1,15
숭인동,익성씨티하임,11,1392,15.42,"11,400",2013,37.5737233,127.0227299,서울장로회신학,114,신설동역 2호선,227,이마트 청계천점,276,알 수 없음,1.11101E+13,1,15
연지동,하이텍하우스,5,Jan-36,17.9,"11,390",2011,37.5747243,126.9988895,홍익대학교 대학로캠퍼스,284,종로5가역 1호선,477,롯데슈퍼프레시 대학로점,838,알 수 없음,알 수 없음,알 수 없음,알 수 없음
숭인동,삼전솔하임2차,5,296-19,16.67,"10,900",2012,37.5724122,127.0167423,오디세이학교,137,동묘앞역 6호선,93,홈플러스익스프레스 숭인점,167,삼전건설,1.11101E+13,1,10
연지동,하이텍하우스,4,Jan-36,16.17,"10,608",2011,37.5747243,126.9988895,홍익대학교 대학로캠퍼스,284,종로5가역 1호선,477,롯데슈퍼프레시 대학로점,838,알 수 없음,알 수 없음,알 수 없음,알 수 없음
연지동,하이텍하우스,4,Jan-36,16.17,"10,608",2011,37.5747243,126.9988895,홍익대학교 대학로캠퍼스,284,종로5가역 1호선,477,롯데슈퍼프레시 대학로점,838,알 수 없음,알 수 없음,알 수 없음,알 수 없음
연지동,하이텍하우스,5,Jan-36,16.17,"10,608",2011,37.5747243,126.9988895,홍익대학교 대학로캠퍼스,284,종로5가역 1호선,477,롯데슈퍼프레시 대학로점,838,알 수 없음,알 수 없음,알 수 없음,알 수 없음
연지동,하이텍하우스,5,Jan-36,16.17,"10,608",2011,37.5747243,126.9988895,홍익대학교 대학로캠퍼스,284,종로5가역 1호선,477,롯데슈퍼프레시 대학로점,838,알 수 없음,알 수 없음,알 수 없음,알 수 없음
연지동,하이텍하우스,5,Jan-36,16.17,"10,608",2011,37.5747243,126.9988895,홍익대학교 대학로캠퍼스,284,종로5가역 1호선,477,롯데슈퍼프레시 대학로점,838,알 수 없음,알 수 없음,알 수 없음,알 수 없음
숭인동,종로아인스빌,12,1392-1,12.15,"10,500",2013,37.5735721,127.022734,서울장로회신학,130,신설동역 2호선,236,이마트 청계천점,260,청오건설주식회사,1.11101E+13,1,15
연지동,하이텍하우스,5,Jan-36,15.79,"10,478",2011,37.5747243,126.9988895,홍익대학교 대학로캠퍼스,284,종로5가역 1호선,477,롯데슈퍼프레시 대학로점,838,알 수 없음,알 수 없음,알 수 없음,알 수 없음
숭인동,삼전솔하임2차,7,296-19,15,"10,200",2012,37.5724122,127.0167423,오디세이학교,137,동묘앞역 6호선,93,홈플러스익스프레스 숭인점,167,삼전건설,1.11101E+13,1,10
숭인동,종로유케이201,10,201-11,12.01,"9,700",2013,37.5738522,127.0213245,서울장로회신학,147,신설동역 2호선,334,이마트 청계천점,281,알 수 없음,1.11101E+13,1,13
